age,education,occupation,gender,hours-per-week,income
23,Some-college,Other-service,Female,35,<=50K
23,Some-college,Exec-managerial,Male,40,<=50K
54,Bachelors,Prof-specialty,Male,40,>50K
23,HS-grad,Transport-moving,Male,45,<=50K
58,Some-college,Transport-moving,Male,60,>50K
46,Doctorate,Prof-specialty,Male,40,<=50K
29,Doctorate,Prof-specialty,Male,45,>50K
53,HS-grad,Craft-repair,Male,40,<=50K
77,7th-8th,Other-service,Male,8,<=50K
37,Bachelors,Sales,Male,50,<=50K
18,10th,Transport-moving,Male,40,<=50K
36,Bachelors,Prof-specialty,Female,45,<=50K
34,HS-grad,Craft-repair,Male,45,<=50K
45,HS-grad,Sales,Male,55,>50K
64,Assoc-acdm,Protective-serv,Male,40,<=50K
58,HS-grad,?,Male,55,<=50K
24,9th,Other-service,Female,35,<=50K
37,Bachelors,Exec-managerial,Male,45,<=50K
48,HS-grad,Craft-repair,Male,55,>50K
42,Some-college,Prof-specialty,Female,40,<=50K
28,Some-college,Tech-support,Male,40,<=50K
31,Bachelors,Sales,Female,40,<=50K
34,HS-grad,Other-service,Female,40,<=50K
31,Bachelors,Farming-fishing,Male,70,<=50K
33,Some-college,Adm-clerical,Female,40,<=50K
47,11th,Handlers-cleaners,Male,50,<=50K
27,Bachelors,Exec-managerial,Male,50,<=50K
36,Some-college,Adm-clerical,Female,40,<=50K
31,HS-grad,Exec-managerial,Male,40,<=50K
56,HS-grad,Transport-moving,Male,40,<=50K
18,12th,Sales,Female,12,<=50K
54,Bachelors,Sales,Male,60,<=50K
27,Some-college,Adm-clerical,Female,40,<=50K
65,Masters,Sales,Male,44,>50K
65,11th,Handlers-cleaners,Male,24,<=50K
21,Some-college,Other-service,Female,48,<=50K
22,Some-college,Exec-managerial,Male,40,<=50K
32,HS-grad,Machine-op-inspct,Male,40,<=50K
42,11th,Craft-repair,Male,35,>50K
32,HS-grad,Craft-repair,Male,40,<=50K
21,Some-college,Other-service,Male,20,<=50K
49,HS-grad,Sales,Male,50,>50K
30,HS-grad,Transport-moving,Male,43,<=50K
20,Some-college,Other-service,Female,11,<=50K
55,HS-grad,Prof-specialty,Female,40,<=50K
46,9th,Transport-moving,Male,40,<=50K
31,HS-grad,Adm-clerical,Female,40,<=50K
31,Some-college,Exec-managerial,Male,40,>50K
58,5th-6th,Farming-fishing,Male,40,<=50K
34,12th,Machine-op-inspct,Female,40,<=50K
65,Some-college,Adm-clerical,Male,48,>50K
48,HS-grad,Adm-clerical,Female,40,<=50K
28,Some-college,?,Female,15,>50K
44,Some-college,Transport-moving,Male,40,>50K
26,11th,Handlers-cleaners,Male,40,<=50K
45,HS-grad,Craft-repair,Male,40,<=50K
19,HS-grad,Sales,Female,30,<=50K
45,Bachelors,Prof-specialty,Male,40,<=50K
57,9th,?,Male,40,<=50K
36,Some-college,Prof-specialty,Male,40,>50K
45,HS-grad,Farming-fishing,Male,56,<=50K
43,Some-college,Tech-support,Female,35,<=50K
62,10th,Machine-op-inspct,Female,40,<=50K
31,Assoc-acdm,Exec-managerial,Female,40,<=50K
46,Bachelors,Prof-specialty,Male,40,<=50K
51,5th-6th,Machine-op-inspct,Male,44,>50K
38,HS-grad,?,Female,38,<=50K
38,HS-grad,Other-service,Female,43,<=50K
51,Some-college,Sales,Female,38,>50K
20,Some-college,?,Female,30,<=50K
22,Some-college,Sales,Female,22,<=50K
46,Some-college,Exec-managerial,Male,40,<=50K
67,HS-grad,Farming-fishing,Male,40,<=50K
55,HS-grad,Machine-op-inspct,Male,40,>50K
24,Assoc-voc,Prof-specialty,Male,40,>50K
41,Some-college,Other-service,Male,59,<=50K
33,HS-grad,Other-service,Male,40,<=50K
35,Bachelors,Exec-managerial,Female,40,<=50K
56,Masters,Exec-managerial,Male,60,>50K
27,HS-grad,Craft-repair,Male,40,<=50K
32,Assoc-voc,Other-service,Male,40,<=50K
29,Bachelors,?,Female,4,<=50K
21,Some-college,Prof-specialty,Female,25,<=50K
31,HS-grad,Protective-serv,Male,40,>50K
42,Some-college,Exec-managerial,Female,45,<=50K
19,HS-grad,Adm-clerical,Female,25,<=50K
63,Prof-school,Prof-specialty,Male,60,>50K
34,Bachelors,Adm-clerical,Male,18,<=50K
38,Some-college,Sales,Male,40,<=50K
19,Some-college,Other-service,Female,20,<=50K
34,HS-grad,Craft-repair,Male,40,<=50K
21,HS-grad,Other-service,Male,40,<=50K
27,Some-college,Sales,Male,32,<=50K
63,HS-grad,Farming-fishing,Male,60,<=50K
25,Bachelors,Prof-specialty,Male,20,<=50K
51,Some-college,Transport-moving,Male,60,<=50K
50,Masters,Sales,Male,40,<=50K
63,HS-grad,Adm-clerical,Female,40,<=50K
53,Some-college,Sales,Female,40,<=50K
18,12th,Farming-fishing,Male,10,<=50K
41,HS-grad,Craft-repair,Male,40,>50K
32,HS-grad,Handlers-cleaners,Male,50,<=50K
19,11th,Other-service,Female,40,<=50K
41,Bachelors,Sales,Male,45,<=50K
29,HS-grad,Adm-clerical,Male,37,<=50K
66,Some-college,Exec-managerial,Male,40,<=50K
57,Bachelors,Prof-specialty,Male,55,>50K
49,5th-6th,Other-service,Male,40,>50K
36,Some-college,Craft-repair,Male,40,<=50K
33,Assoc-voc,Other-service,Female,10,<=50K
46,11th,Other-service,Male,40,<=50K
27,Bachelors,Adm-clerical,Female,16,<=50K
24,HS-grad,Adm-clerical,Male,40,<=50K
17,10th,Sales,Female,14,<=50K
32,HS-grad,Craft-repair,Male,40,<=50K
40,HS-grad,Other-service,Female,65,<=50K
35,Bachelors,Prof-specialty,Male,50,<=50K
22,Some-college,Adm-clerical,Female,30,<=50K
41,HS-grad,Handlers-cleaners,Female,30,<=50K
75,HS-grad,?,Female,9,<=50K
22,Bachelors,Sales,Female,40,<=50K
45,Bachelors,Exec-managerial,Male,40,>50K
46,Bachelors,Sales,Male,50,>50K
50,HS-grad,Transport-moving,Male,40,<=50K
31,HS-grad,Craft-repair,Male,40,<=50K
47,Masters,Prof-specialty,Male,40,>50K
36,HS-grad,Craft-repair,Male,20,<=50K
42,HS-grad,Craft-repair,Male,40,>50K
23,Some-college,Other-service,Male,50,<=50K
28,Some-college,Adm-clerical,Male,40,<=50K
44,HS-grad,Sales,Male,40,>50K
47,HS-grad,Adm-clerical,Female,40,>50K
61,HS-grad,Sales,Male,45,>50K
50,7th-8th,Craft-repair,Male,40,<=50K
54,Masters,Exec-managerial,Male,50,>50K
18,11th,Machine-op-inspct,Male,40,<=50K
46,Some-college,Craft-repair,Male,40,<=50K
44,HS-grad,Other-service,Male,40,<=50K
50,Masters,Exec-managerial,Male,40,>50K
32,HS-grad,Exec-managerial,Male,60,<=50K
48,Masters,Prof-specialty,Male,25,<=50K
40,HS-grad,Craft-repair,Male,60,>50K
34,11th,Farming-fishing,Male,72,<=50K
31,Bachelors,Prof-specialty,Female,40,<=50K
43,Doctorate,Prof-specialty,Male,45,>50K
33,Assoc-voc,Prof-specialty,Male,40,<=50K
62,Some-college,Machine-op-inspct,Female,40,<=50K
44,HS-grad,Craft-repair,Male,40,<=50K
55,HS-grad,Tech-support,Male,40,<=50K
42,Assoc-voc,Craft-repair,Male,40,<=50K
42,Some-college,Adm-clerical,Female,40,>50K
23,10th,Craft-repair,Male,40,<=50K
63,Some-college,Exec-managerial,Female,40,<=50K
23,Assoc-voc,Craft-repair,Male,40,<=50K
32,HS-grad,Other-service,Male,35,<=50K
30,1st-4th,Priv-house-serv,Female,30,<=50K
50,HS-grad,Adm-clerical,Male,40,<=50K
19,Some-college,Adm-clerical,Female,40,<=50K
40,HS-grad,Craft-repair,Male,40,<=50K
45,HS-grad,Prof-specialty,Female,40,<=50K
51,Bachelors,Sales,Male,50,>50K
29,Some-college,Protective-serv,Male,46,>50K
18,Some-college,?,Female,16,<=50K
64,HS-grad,Sales,Male,40,>50K
58,HS-grad,Transport-moving,Male,38,>50K
43,Masters,Prof-specialty,Male,45,>50K
27,Bachelors,Tech-support,Male,50,<=50K
40,Bachelors,Machine-op-inspct,Male,45,>50K
25,Some-college,Other-service,Male,40,<=50K
27,Bachelors,Adm-clerical,Male,35,<=50K
54,Masters,Exec-managerial,Male,40,<=50K
25,1st-4th,Farming-fishing,Male,40,<=50K
39,HS-grad,Machine-op-inspct,Male,40,<=50K
51,Bachelors,Farming-fishing,Male,60,>50K
29,Some-college,Prof-specialty,Male,50,<=50K
49,Some-college,Exec-managerial,Male,40,<=50K
29,HS-grad,?,Male,40,<=50K
39,HS-grad,Exec-managerial,Male,30,<=50K
51,Doctorate,Prof-specialty,Male,30,<=50K
50,11th,Machine-op-inspct,Male,40,<=50K
39,Some-college,Adm-clerical,Male,40,>50K
23,Bachelors,?,Male,35,<=50K
24,Bachelors,Other-service,Male,55,<=50K
43,Prof-school,Prof-specialty,Female,35,>50K
60,Bachelors,Prof-specialty,Male,84,>50K
20,Some-college,Other-service,Female,40,<=50K
60,Bachelors,Exec-managerial,Male,50,>50K
35,Bachelors,Prof-specialty,Female,36,<=50K
41,Bachelors,Craft-repair,Male,50,>50K
31,Some-college,Adm-clerical,Female,40,<=50K
59,Assoc-voc,Exec-managerial,Male,40,<=50K
45,HS-grad,Machine-op-inspct,Female,45,<=50K
43,Prof-school,Prof-specialty,Female,5,>50K
20,Some-college,?,Male,30,<=50K
25,Bachelors,Exec-managerial,Male,45,<=50K
33,Masters,Sales,Female,40,<=50K
68,Masters,?,Male,30,<=50K
37,Masters,Exec-managerial,Male,55,>50K
31,Assoc-voc,Sales,Male,40,>50K
31,HS-grad,Craft-repair,Male,40,<=50K
31,HS-grad,Machine-op-inspct,Male,40,<=50K
51,HS-grad,Other-service,Male,80,<=50K
20,Some-college,?,Male,25,<=50K
50,Doctorate,Prof-specialty,Male,40,>50K
19,7th-8th,?,Female,35,<=50K
30,Assoc-voc,Adm-clerical,Female,40,<=50K
32,HS-grad,Craft-repair,Male,40,<=50K
61,Masters,Prof-specialty,Male,18,<=50K
43,Bachelors,Sales,Female,40,<=50K
21,HS-grad,Other-service,Female,25,<=50K
32,Assoc-voc,Exec-managerial,Male,50,>50K
41,Some-college,Sales,Male,60,<=50K
27,Some-college,Other-service,Male,10,<=50K
23,Bachelors,Prof-specialty,Female,30,<=50K
52,Assoc-voc,Farming-fishing,Male,48,>50K
38,Bachelors,Exec-managerial,Male,60,>50K
18,HS-grad,?,Female,15,<=50K
25,Bachelors,Prof-specialty,Female,40,<=50K
38,Some-college,Exec-managerial,Male,55,>50K
39,Assoc-voc,Adm-clerical,Male,40,<=50K
64,Some-college,Exec-managerial,Female,70,<=50K
31,Prof-school,Prof-specialty,Female,99,>50K
56,Some-college,Adm-clerical,Male,45,>50K
40,Some-college,Prof-specialty,Male,40,<=50K
39,Some-college,Craft-repair,Male,40,<=50K
50,Some-college,Sales,Female,40,<=50K
23,HS-grad,Craft-repair,Male,40,<=50K
41,Masters,Prof-specialty,Male,70,>50K
37,Bachelors,Handlers-cleaners,Male,40,>50K
52,HS-grad,Craft-repair,Male,40,>50K
29,HS-grad,Craft-repair,Male,40,<=50K
62,1st-4th,Other-service,Male,40,<=50K
41,HS-grad,Handlers-cleaners,Female,40,<=50K
47,HS-grad,Craft-repair,Male,40,>50K
25,HS-grad,Machine-op-inspct,Male,40,<=50K
22,HS-grad,Sales,Male,20,<=50K
42,HS-grad,Tech-support,Female,36,<=50K
27,Bachelors,Prof-specialty,Male,50,<=50K
33,11th,Machine-op-inspct,Male,40,<=50K
37,Masters,Sales,Male,50,>50K
29,9th,Other-service,Female,27,<=50K
49,HS-grad,Craft-repair,Male,43,<=50K
67,Some-college,?,Male,16,<=50K
44,HS-grad,Exec-managerial,Male,40,<=50K
47,7th-8th,Craft-repair,Male,40,>50K
49,HS-grad,Other-service,Female,40,<=50K
37,HS-grad,Craft-repair,Male,40,<=50K
41,HS-grad,Sales,Female,50,>50K
19,HS-grad,Other-service,Male,40,<=50K
22,HS-grad,Other-service,Male,70,<=50K
45,11th,Machine-op-inspct,Male,40,>50K
24,Some-college,Sales,Female,25,<=50K
67,7th-8th,Protective-serv,Male,40,<=50K
28,Some-college,Machine-op-inspct,Male,40,<=50K
22,Assoc-acdm,?,Male,40,<=50K
57,Assoc-voc,Craft-repair,Male,40,>50K
68,HS-grad,Machine-op-inspct,Female,28,<=50K
23,Some-college,?,Female,30,<=50K
49,HS-grad,Handlers-cleaners,Male,40,<=50K
42,Masters,Sales,Male,65,<=50K
61,HS-grad,Exec-managerial,Male,40,>50K
47,7th-8th,Transport-moving,Male,40,<=50K
22,11th,Craft-repair,Male,40,<=50K
58,Doctorate,Prof-specialty,Male,50,>50K
50,Doctorate,Exec-managerial,Male,60,>50K
34,Some-college,Craft-repair,Male,40,<=50K
59,HS-grad,?,Female,35,<=50K
42,Bachelors,Sales,Male,45,<=50K
20,11th,Farming-fishing,Male,40,<=50K
27,Some-college,Sales,Male,40,<=50K
50,HS-grad,Sales,Male,60,>50K
63,Some-college,Exec-managerial,Male,40,>50K
32,Some-college,Protective-serv,Female,40,<=50K
37,Assoc-voc,Protective-serv,Male,40,<=50K
63,10th,Craft-repair,Male,20,<=50K
22,Some-college,Adm-clerical,Female,20,<=50K
24,Some-college,Sales,Female,25,<=50K
40,Some-college,Prof-specialty,Male,40,<=50K
36,HS-grad,Craft-repair,Male,40,<=50K
30,Some-college,Prof-specialty,Male,50,<=50K
38,11th,?,Female,20,<=50K
34,10th,Machine-op-inspct,Male,40,<=50K
21,Some-college,Other-service,Male,30,<=50K
56,HS-grad,Adm-clerical,Male,43,<=50K
38,Assoc-acdm,Prof-specialty,Male,40,>50K
32,Assoc-acdm,Adm-clerical,Male,40,<=50K
45,Some-college,Other-service,Female,24,<=50K
64,HS-grad,Adm-clerical,Male,40,<=50K
30,Bachelors,Exec-managerial,Male,50,>50K
32,Bachelors,Sales,Male,70,>50K
26,HS-grad,Machine-op-inspct,Male,40,<=50K
46,HS-grad,Craft-repair,Male,30,>50K
55,7th-8th,Adm-clerical,Male,72,<=50K
51,Some-college,Craft-repair,Male,8,>50K
62,HS-grad,Craft-repair,Male,40,<=50K
34,Bachelors,Prof-specialty,Female,40,>50K
54,Some-college,Exec-managerial,Female,40,<=50K
35,Bachelors,Sales,Male,40,<=50K
28,Bachelors,Exec-managerial,Male,48,<=50K
17,12th,Other-service,Female,16,<=50K
22,Some-college,Other-service,Female,35,<=50K
67,7th-8th,Craft-repair,Male,48,<=50K
43,Some-college,Sales,Male,65,<=50K
57,Assoc-voc,Protective-serv,Male,40,>50K
38,HS-grad,Priv-house-serv,Female,35,<=50K
19,HS-grad,Sales,Female,25,<=50K
34,HS-grad,Tech-support,Female,40,<=50K
50,Assoc-voc,?,Female,16,<=50K
33,HS-grad,Machine-op-inspct,Female,40,<=50K
18,Some-college,Other-service,Male,20,<=50K
40,Bachelors,Prof-specialty,Female,5,<=50K
32,HS-grad,Tech-support,Male,45,<=50K
25,HS-grad,Adm-clerical,Female,40,<=50K
29,Bachelors,Adm-clerical,Male,40,<=50K
33,HS-grad,Exec-managerial,Male,50,>50K
34,HS-grad,Tech-support,Male,40,<=50K
21,HS-grad,?,Male,40,<=50K
23,10th,Handlers-cleaners,Male,40,<=50K
21,Some-college,Machine-op-inspct,Male,40,<=50K
42,Some-college,Craft-repair,Male,40,<=50K
32,Some-college,Tech-support,Male,40,<=50K
31,Some-college,Craft-repair,Male,40,<=50K
63,HS-grad,Other-service,Female,50,<=50K
36,Masters,Prof-specialty,Male,50,>50K
34,Some-college,Other-service,Male,30,<=50K
60,9th,Other-service,Female,40,<=50K
23,Bachelors,Prof-specialty,Male,30,<=50K
47,Some-college,Exec-managerial,Male,40,>50K
20,Some-college,Exec-managerial,Female,16,<=50K
50,Masters,Exec-managerial,Male,50,>50K
29,12th,Sales,Male,35,<=50K
37,HS-grad,Craft-repair,Male,40,<=50K
20,Some-college,Adm-clerical,Female,10,<=50K
50,Some-college,Exec-managerial,Male,50,>50K
31,HS-grad,Craft-repair,Male,50,<=50K
27,Some-college,?,Female,40,<=50K
35,Assoc-voc,Sales,Male,40,>50K
38,Bachelors,Sales,Female,70,>50K
24,Some-college,Adm-clerical,Female,40,<=50K
29,Some-college,Adm-clerical,Female,40,<=50K
27,Assoc-voc,Tech-support,Female,40,<=50K
21,Some-college,Protective-serv,Male,48,<=50K
64,HS-grad,Transport-moving,Male,40,<=50K
33,HS-grad,Transport-moving,Female,40,<=50K
35,11th,Craft-repair,Male,40,<=50K
51,HS-grad,Transport-moving,Male,50,<=50K
23,Bachelors,Exec-managerial,Male,40,<=50K
75,Masters,?,Male,26,<=50K
26,HS-grad,Farming-fishing,Male,40,<=50K
64,Masters,Prof-specialty,Male,40,>50K
32,HS-grad,Farming-fishing,Male,50,<=50K
17,12th,Sales,Female,20,<=50K
34,Some-college,Protective-serv,Male,47,<=50K
37,HS-grad,Craft-repair,Male,40,>50K
72,HS-grad,?,Male,14,<=50K
47,Some-college,Prof-specialty,Female,50,<=50K
45,Bachelors,Other-service,Female,35,<=50K
23,10th,Other-service,Male,50,<=50K
36,Masters,Exec-managerial,Male,50,>50K
62,Doctorate,Prof-specialty,Male,45,>50K
34,Bachelors,Exec-managerial,Male,53,>50K
36,10th,Machine-op-inspct,Female,40,<=50K
35,Bachelors,Sales,Male,60,>50K
36,Bachelors,Exec-managerial,Female,40,<=50K
29,Bachelors,Tech-support,Female,40,<=50K
54,Bachelors,Exec-managerial,Male,55,>50K
38,HS-grad,Machine-op-inspct,Male,40,<=50K
27,HS-grad,Adm-clerical,Male,50,<=50K
26,Bachelors,Sales,Male,45,<=50K
44,7th-8th,Transport-moving,Male,20,<=50K
26,Assoc-acdm,Adm-clerical,Female,36,<=50K
42,Some-college,Machine-op-inspct,Male,45,<=50K
37,Prof-school,Prof-specialty,Male,60,>50K
26,Bachelors,Adm-clerical,Female,35,<=50K
36,HS-grad,Craft-repair,Female,40,<=50K
19,HS-grad,?,Male,40,<=50K
44,Masters,Exec-managerial,Male,50,<=50K
23,HS-grad,Protective-serv,Male,42,<=50K
27,Some-college,Other-service,Male,40,<=50K
53,HS-grad,Craft-repair,Male,60,<=50K
28,HS-grad,Farming-fishing,Male,40,<=50K
22,HS-grad,Other-service,Female,35,<=50K
29,11th,Craft-repair,Male,40,<=50K
41,Some-college,Exec-managerial,Male,40,>50K
34,HS-grad,Sales,Female,40,<=50K
42,Bachelors,Exec-managerial,Male,70,<=50K
30,9th,Machine-op-inspct,Male,40,<=50K
41,Some-college,Sales,Male,43,<=50K
37,Bachelors,Adm-clerical,Female,32,<=50K
46,11th,Machine-op-inspct,Male,40,<=50K
46,7th-8th,Other-service,Female,40,<=50K
30,Bachelors,Prof-specialty,Male,50,>50K
27,Bachelors,Prof-specialty,Male,50,<=50K
25,HS-grad,Handlers-cleaners,Female,43,<=50K
21,Some-college,Prof-specialty,Female,40,<=50K
23,Assoc-acdm,Sales,Male,40,<=50K
18,HS-grad,Exec-managerial,Female,30,<=50K
46,11th,Handlers-cleaners,Male,40,<=50K
27,Some-college,Adm-clerical,Male,48,<=50K
25,Bachelors,Prof-specialty,Male,60,<=50K
61,Bachelors,Exec-managerial,Female,50,>50K
50,Masters,Exec-managerial,Male,40,>50K
66,Some-college,Adm-clerical,Female,40,<=50K
26,HS-grad,Adm-clerical,Female,20,<=50K
50,Assoc-acdm,Prof-specialty,Male,48,>50K
41,HS-grad,Tech-support,Female,40,<=50K
43,Assoc-acdm,Craft-repair,Male,20,<=50K
38,Bachelors,Prof-specialty,Male,40,>50K
20,Some-college,Adm-clerical,Male,35,<=50K
58,Assoc-acdm,Exec-managerial,Male,42,>50K
41,Doctorate,Prof-specialty,Male,50,>50K
43,Assoc-voc,Prof-specialty,Female,36,<=50K
39,Bachelors,Exec-managerial,Male,40,<=50K
22,Some-college,Protective-serv,Male,60,<=50K
52,HS-grad,Other-service,Female,40,<=50K
35,Bachelors,?,Male,40,<=50K
46,HS-grad,Other-service,Male,40,<=50K
20,Some-college,Sales,Male,40,<=50K
55,Some-college,Machine-op-inspct,Male,48,>50K
48,Some-college,Adm-clerical,Female,40,<=50K
22,Some-college,?,Female,40,<=50K
30,Some-college,Adm-clerical,Female,55,<=50K
40,HS-grad,Exec-managerial,Female,40,<=50K
44,Bachelors,Prof-specialty,Male,45,<=50K
55,HS-grad,Transport-moving,Male,40,<=50K
53,Bachelors,Prof-specialty,Female,28,<=50K
57,10th,?,Male,40,<=50K
57,7th-8th,Craft-repair,Male,40,<=50K
47,Assoc-voc,Adm-clerical,Male,40,<=50K
46,Some-college,?,Female,15,<=50K
64,Bachelors,Prof-specialty,Male,40,>50K
18,12th,Other-service,Female,18,<=50K
28,Some-college,?,Female,40,<=50K
25,HS-grad,Craft-repair,Male,40,<=50K
37,Bachelors,Transport-moving,Male,50,<=50K
33,HS-grad,Protective-serv,Male,32,<=50K
66,7th-8th,Other-service,Male,20,<=50K
65,HS-grad,?,Male,40,>50K
37,Some-college,Tech-support,Male,40,>50K
19,Some-college,Adm-clerical,Female,30,<=50K
37,HS-grad,?,Male,35,<=50K
41,Assoc-acdm,Other-service,Male,40,<=50K
41,HS-grad,Adm-clerical,Female,40,<=50K
76,HS-grad,Adm-clerical,Female,8,<=50K
52,Some-college,Sales,Female,40,<=50K
23,Some-college,Prof-specialty,Female,50,<=50K
43,HS-grad,Adm-clerical,Female,35,<=50K
32,Bachelors,Prof-specialty,Male,55,<=50K
33,Assoc-acdm,Other-service,Female,35,<=50K
33,Bachelors,Prof-specialty,Male,15,<=50K
59,10th,Craft-repair,Male,50,<=50K
21,11th,Handlers-cleaners,Male,40,<=50K
40,HS-grad,Machine-op-inspct,Male,40,<=50K
22,Assoc-voc,Farming-fishing,Male,35,<=50K
45,11th,Craft-repair,Male,35,<=50K
28,Bachelors,Prof-specialty,Male,43,>50K
38,Some-college,Tech-support,Female,50,<=50K
56,HS-grad,Craft-repair,Male,40,<=50K
42,Some-college,?,Female,18,<=50K
19,HS-grad,Craft-repair,Male,36,<=50K
48,11th,Exec-managerial,Female,30,>50K
31,10th,Other-service,Female,28,<=50K
42,Assoc-voc,Craft-repair,Male,40,<=50K
37,1st-4th,Adm-clerical,Male,66,<=50K
23,10th,?,Female,40,<=50K
60,Some-college,Other-service,Female,50,<=50K
63,HS-grad,Sales,Male,40,<=50K
24,11th,Other-service,Female,40,<=50K
42,Some-college,Craft-repair,Male,50,>50K
71,Masters,?,Male,8,>50K
32,Masters,Prof-specialty,Female,40,<=50K
57,Bachelors,Exec-managerial,Male,50,<=50K
56,HS-grad,Sales,Female,44,<=50K
65,Some-college,?,Male,50,<=50K
42,HS-grad,Craft-repair,Male,50,>50K
24,11th,Sales,Male,40,<=50K
31,HS-grad,Craft-repair,Male,40,>50K
58,HS-grad,Transport-moving,Male,40,>50K
44,Masters,Prof-specialty,Male,45,>50K
33,Some-college,Machine-op-inspct,Male,48,<=50K
24,Some-college,?,Female,25,<=50K
34,Bachelors,Exec-managerial,Male,45,<=50K
72,7th-8th,Transport-moving,Male,14,<=50K
61,HS-grad,Machine-op-inspct,Female,40,<=50K
33,Bachelors,Sales,Male,80,>50K
58,Masters,Prof-specialty,Female,40,<=50K
57,HS-grad,Sales,Male,30,>50K
25,HS-grad,Machine-op-inspct,Male,40,<=50K
72,9th,Sales,Male,16,<=50K
23,HS-grad,Adm-clerical,Female,40,<=50K
40,HS-grad,Handlers-cleaners,Male,40,<=50K
38,Some-college,Craft-repair,Male,48,>50K
49,Assoc-acdm,Sales,Female,40,<=50K
25,HS-grad,Craft-repair,Male,40,<=50K
33,Some-college,Exec-managerial,Female,40,<=50K
28,Bachelors,Adm-clerical,Female,40,<=50K
18,Some-college,?,Male,20,<=50K
71,HS-grad,Sales,Male,50,<=50K
63,HS-grad,Other-service,Female,55,<=50K
49,Assoc-voc,Protective-serv,Male,56,>50K
65,Masters,Adm-clerical,Female,40,>50K
22,Some-college,Tech-support,Female,50,<=50K
45,HS-grad,Farming-fishing,Female,39,<=50K
32,Some-college,?,Female,40,<=50K
29,Bachelors,Prof-specialty,Male,40,<=50K
44,Bachelors,Machine-op-inspct,Male,40,<=50K
64,HS-grad,Adm-clerical,Female,40,<=50K
22,7th-8th,Handlers-cleaners,Male,40,<=50K
64,HS-grad,Sales,Male,50,<=50K
39,Bachelors,Sales,Male,40,<=50K
35,HS-grad,Craft-repair,Male,40,<=50K
22,11th,Transport-moving,Male,40,<=50K
43,Bachelors,Sales,Male,45,>50K
26,Assoc-acdm,Farming-fishing,Male,75,<=50K
47,Assoc-acdm,Handlers-cleaners,Male,40,>50K
37,Masters,Prof-specialty,Female,50,>50K
25,Bachelors,Exec-managerial,Male,40,<=50K
41,Assoc-voc,Craft-repair,Male,45,>50K
39,Some-college,Prof-specialty,Female,10,<=50K
45,Doctorate,Prof-specialty,Male,40,>50K
18,11th,?,Male,30,<=50K
37,HS-grad,Craft-repair,Male,40,<=50K
30,HS-grad,Handlers-cleaners,Male,40,<=50K
34,11th,Farming-fishing,Male,60,<=50K
22,Some-college,Handlers-cleaners,Male,25,<=50K
18,HS-grad,Handlers-cleaners,Male,30,<=50K
22,HS-grad,Sales,Female,40,<=50K
55,Some-college,Other-service,Female,10,<=50K
56,Some-college,Adm-clerical,Female,35,>50K
19,12th,?,Male,40,<=50K
74,Bachelors,Adm-clerical,Female,6,>50K
18,HS-grad,Other-service,Female,40,<=50K
39,Some-college,Machine-op-inspct,Male,40,<=50K
33,12th,Machine-op-inspct,Male,36,<=50K
28,Bachelors,Adm-clerical,Female,40,<=50K
38,HS-grad,Other-service,Female,40,<=50K
53,Some-college,Adm-clerical,Female,40,<=50K
44,12th,Exec-managerial,Male,55,>50K
32,HS-grad,Transport-moving,Male,40,<=50K
58,Bachelors,Prof-specialty,Male,40,>50K
28,HS-grad,Exec-managerial,Male,40,<=50K
33,Masters,Prof-specialty,Male,40,>50K
33,Assoc-voc,Craft-repair,Male,45,>50K
51,HS-grad,Other-service,Female,32,<=50K
51,HS-grad,Adm-clerical,Female,40,<=50K
39,9th,Craft-repair,Male,40,<=50K
32,HS-grad,Machine-op-inspct,Male,66,<=50K
45,Bachelors,Adm-clerical,Female,45,<=50K
19,Some-college,Adm-clerical,Male,20,<=50K
52,Assoc-acdm,?,Female,20,>50K
21,HS-grad,Other-service,Male,40,<=50K
76,HS-grad,Prof-specialty,Male,20,<=50K
46,Some-college,Other-service,Male,40,<=50K
27,Some-college,Adm-clerical,Female,40,<=50K
51,HS-grad,Craft-repair,Male,60,<=50K
19,HS-grad,Adm-clerical,Female,20,<=50K
30,Assoc-voc,Prof-specialty,Female,40,<=50K
46,HS-grad,Adm-clerical,Female,12,>50K
68,Some-college,Craft-repair,Male,48,<=50K
36,Bachelors,Prof-specialty,Male,60,>50K
71,HS-grad,Priv-house-serv,Female,20,<=50K
32,Some-college,Farming-fishing,Male,40,<=50K
43,HS-grad,Adm-clerical,Female,40,<=50K
33,HS-grad,Craft-repair,Male,50,<=50K
24,Some-college,Protective-serv,Male,40,<=50K
38,Assoc-voc,Other-service,Female,36,<=50K
76,Some-college,Sales,Female,37,<=50K
35,HS-grad,Other-service,Female,5,<=50K
23,Bachelors,Sales,Male,40,<=50K
46,Some-college,Handlers-cleaners,Male,40,<=50K
44,Some-college,Exec-managerial,Male,50,>50K
17,10th,?,Male,10,<=50K
30,HS-grad,Other-service,Female,40,<=50K
51,HS-grad,Other-service,Female,15,<=50K
18,11th,Farming-fishing,Male,24,<=50K
23,10th,Craft-repair,Male,18,<=50K
53,Masters,Exec-managerial,Male,40,>50K
25,Some-college,Adm-clerical,Female,40,<=50K
44,Masters,Exec-managerial,Male,40,>50K
49,Masters,Sales,Male,40,>50K
28,HS-grad,Other-service,Male,40,<=50K
58,Masters,Sales,Male,40,>50K
36,HS-grad,Adm-clerical,Female,35,<=50K
